sex,kanji,hiragana,pageid,birth_year,blood_type,height,weight,occupation,education,birth_place,birth_date,nationality
female,麻丘 めぐみ,あさおか めぐみ,211724,1955,,,,,,,,
female,揚田 亜紀,あがりた あき,232802,1972,,,,,,,,
female,我妻 佳代,あがつま かよ,345340,1968,,,,,,,,
female,赤坂 芳恵,あかさか よしえ,430499,1968,,,,,,,,
female,秋山 ゆりか,あきやま ゆりか,1024047,1992,,,,,,,,
female,秋 ひとみ,あき ひとみ,1377438,1957,-,,,歌手、タレント,住吉学園高等学校 卒業,{{JPN}}・大阪府大阪市住吉区,1957年10月17日,
female,秋野 ひとみ,あきの ひとみ,1476577,1979,,,,,,,,
female,秋本 理央,あきもと りお,1736091,1965,,,,,,,,
female,秋元 才加,あきもと さやか,1994827,1988,,,,,,,,
female,麻 友美,あさ ともみ,2093021,1992,,,,,,,,
female,秋元 彩香,あきもと あやか,2302766,1975,,,,,,,,
female,秋田 知里,あきた ちさと,2639815,1994,,,,,,,,
female,秋元 真夏,あきもと まなつ,2758396,1993,,,,,,,,
female,浅 香唯,あさか ゆい,2831489,1969,,,,歌手、女優、タレント、アイドル,明治大学付属中野高等学校{{Sfn|日外アソシエーツ|1994|p=17}}定時制卒業,{{JPN}}・宮崎県宮崎市{{Cite web|和書|url=http://www.yui-asaka.com/about_index.html |title=公式プロフィール |work=YUI'S AVENUE |accessdate=2014-05-08}},{{生年月日と年齢|1969|12|4}},
female,茜屋 日海夏,あかねや ひみか,2927648,1994,,,,,,,,
female,青山 ひかる,あおやま ひかる,2946411,1993,,,,,,,,
female,秋山 ゆずき,あきやま ゆずき,3107295,1993,,,,,,,,
female,安倍 麻美,あべ あさみ,25137,1985,,,,,,,,
female,安倍 なつみ,あべ なつみ,26048,1981,A型,,,歌手,,{{JPN}} 北海道室蘭市,{{生年月日と年齢|1981|8|10}},
female,浅野 ゆう子,あさの ゆうこ,44173,,,,,,,,,
female,あべ 静江,あべ しずえ,68884,,A型,,,歌手、女優,東海学園女子短期大学,{{JPN}}・三重県松阪市中町,{{生年月日と年齢|1951|11|28}},
female,浅田 美代子,あさだ みよこ,110124,1956,,,,,,,,
female,浅倉 亜季,あさくら あき,336637,1968,,,,,,,,
female,浅川 稚広,あさかわ ちひろ,416773,1978,,,,,,,,
female,浅野 愛子,あさの あいこ,819767,1970,,,,,,,,
female,阿部 由美子,あべ ゆみこ,832876,1968,,161,43,芸能プロダクション社長実業家,成蹊大学文学部,{{JPN}} 群馬県前橋市,{{生年月日と年齢|1968|1|11}},
female,麻田 華子,あさだ はなこ,901944,,,,,,,,,
female,亜月 ちえみ,あづき ちえみ,912854,1984,,,,,,,,
female,安谷屋 なぎさ,あだにや なぎさ,1013175,1990,,,,,,,,
female,安達 祐実,あだち ゆみ,1045274,1981,,,,,,,,
female,朝日 奈央,あさひ なお,1293887,1994,,,,,,,,
female,浅奈 深雪,あさな みゆき,1477867,1991,,,,,,,,
female,あびる 優,あびる ゆう,1492235,1986,,,,,,,,
female,朝川 ことみ,あさかわ ことみ,1777411,1989,,,,,,,,
female,安倍川 緑,あべかわ みどり,2126824,1996,,,,,,,,
female,阿部 マリア,あべ マリア,2430669,1995,,,,,,,,
female,青野 夏希,あおの なつき,4976983,1996,,,,,,,,
female,麻丘 真央,あさおか まお,4908280,2004,,,,,,,,
female,青葉 ひなり,あおば ひなり,4602150,1996,,,,,,,,
female,赤坂 麻凪,あかさか まな,4407138,2001,,,,,,,,
female,梓 玲華,あずさ れいか,5078291,2000,,,,,,,,
female,浅原 凜,あさはら りん,5046865,2002,,,,,,,,
female,天地 真理,あまち まり,171198,1951,,,,歌手、女優、アイドル、タレント,国立音楽高等学校 卒業,{{JPN}}・埼玉県大宮市（現：さいたま市）,{{生年月日と年齢|1951|11|5}},
female,天川 美穂,あまかわ みほ,631098,1987,,,,,,,,
female,荒井 晶子,あらい しょうこ,850431,1967,,,,,,,,
female,新井 薫子,あらい かおるこ,1006390,1965,,,,イラストレーター、現代美術家、元アイドル歌手,,{{JPN}} 愛知県名古屋市,{{生年月日と年齢|1965|6|4}},{{JPN}}
female,彩 音凛,あやね りん,1062071,1981,,,,,,,,
female,荒井 祥恵,あらい さちえ,1215102,,O型,,,シンガーソングライター  昭和歌謡歌手,麹町学園女子高等学校 東横学園女子短期大学 京都芸術大学通信教育部,{{flagicon|JPN}} 千葉県市川市,4月2日,
female,新井 愛瞳,あらい まなみ,1427061,1997,B型,,,歌手,,{{JPN}} 群馬県,{{生年月日と年齢|1997|11|19}}{{Cite web | archiveurl=https://web.archive.org/web/20201217224907/http://www.upupgirlskakkokari.com/contents/profile/arai_manami.php | archivedate=2020-12-17 | url=http://www.upupgirlskakkokari.com/contents/profile/arai_manami.php | title=Profile 新井 愛瞳 | work=アップアップガールズ(仮) 公式サイト | accessdate=2021-01-01}}D・GIRLS 〜ソーシャルメディアの踊り手たち〜 73頁,
female,進藤 奈邦子,しんどう なほこ,1641078,1963,,,,内科学感染症学,東京慈恵会医科大学医学部東京慈恵会医科大学大学院,{{Flagicon|JPN}} 大阪府大阪市,{{Birth year and age|1963}},
female,新井 寛乃,あらい ひろの,1771734,1987,,,,,,,,
female,斯波 園女,しば そのめ,1777948,1664,,,,俳諧師、雑俳点者、眼科医,,伊勢国 山田,1664年,
female,彩羽 真矢,あやはね まや,2260008,1984,,,,,,,,
female,新井 ひとみ,あらい ひとみ,2379953,1998,O型,,,歌手、タレント,,{{JPN}}・宮城県柴田郡大河原町,{{生年月日と年齢|1998|4|10}},
female,雨宮 悠香,あまみや ゆうか,2397755,1992,A型,,,タレント,,{{JPN}} 兵庫県神戸市,,
female,富坂 美織,とみさか みおり,2484022,,,,,産婦人科医医学博士,順天堂大学医学部ハーバード大学大学院,{{Flagicon|JPN}} 東京都,,
female,綾瀬 はるか,あやせ はるか,2705129,1985,,,,,,,,
female,安室 奈美恵,あむろ なみえ,2831155,1977,,,,{{hlist-comma|歌手|ダンサー}},{{plainlist| * 沖縄県那覇市立城東小学校 * 沖縄県那覇市立石嶺中学校 * 沖縄アクターズスクール }},{{JPN}} 沖縄県那覇市首里石嶺町,{{生年月日と年齢|1977|9|20}},
female,天羽 希純,あまう きすみ,2951255,1996,,,,,,,,
female,彩川 ひなの,あやかわ ひなの,3027455,1995,,,,,,,,
female,天木 じゅん,あまき じゅん,3221591,1995,,,,,,,,
female,川村 優希,かわむら ゆうき,3232695,1985,,,,,,,,
female,芦原 優愛,あしはら ゆあ,5004516,1993,,,,,,,,
female,明日実 まあや,あすみ まあや,4958292,,,,,,,,,
female,朝野 ナツ,あさの ナツ,4952068,2002,,,,,,,,
female,朝比 奈南,あさひな みなみ,4798607,1994,,,,,,,,
female,麻倉 瑞季,あさくら みずき,4739946,2002,,,,グラビアアイドル、タレント,,長崎県,2002年4月11日,
female,足浮梨 ナコ,あしう りなこ,4442052,2005,,,,アイドル、シンガーソングライター,,{{JPN}},2005年11月8日,
female,朝日 花奈,あさひ かな,4344616,1997,,,,元アイドル、女優,,日本・千葉県,1997年7月13日,日本
female,安陪 恭加,あべ きょうか,4340624,1997,,,,ミュージシャン女優タレントモデル,,{{JPN}}・福岡県福岡市,{{生年月日と年齢|1997|7|17}},
female,武田 桃子,たけだ ももこ,5147363,,,,,,,,,
female,賀川 滋子,かがわ しげこ,5120194,1911,,,,,,{{JPN}} 奈良県生駒郡郡山町（現：大和郡山市）,{{生年月日と年齢|1911|05|28}},{{JPN}}
female,設楽 詠美子,しだら えみこ,5078372,1976,,,,,,,,
female,雨宮 鈴奈,あめみや すずな,4958536,2006,,,,,,,,
female,天野 なつ,あまの なつ,4773635,1993,,,,,,,,
female,柏崎 良子,かしわざき りょうこ,4706044,1954,,,,医師,横浜市立大学,{{JPN}}・茨城県鹿嶋市,{{生年月日と年齢|1954||}},{{JPN}}
female,高橋 幸子,たかはし さちこ,4696420,1975,,,,産婦人科医,,青森県弘前市,1975年,{{JPN}}
female,野尻 知里,のじり ちさと,4664718,1952,,,,医師・テルモ上席執行役員{{sfn|日外アソシエーツ|2020|p=489}},,{{JPN}}愛知県豊川市{{Sfn|野尻知里|2015|p=81}},{{生年月日と年齢|1952|||no}},{{JPN}}
female,対馬 ルリ子,つしま ルリこ,4618743,1958,,,,,,,,
female,草野 央,くさの ちか,4598311,,,,,,,,,
female,天野 小夜子,あまの さよこ,4597992,1968,,,,,,,,
female,天野 香乃愛,あまの このあ,4567194,2007,,,,,,,,
female,天野 きき,あまの きき,4517726,2005,,,,,,,,
female,綾瀬 志希,あやせ しき,4368050,,,,,ボーカリスト,,{{JPN}} 埼玉県,3月14日,
female,天音 利梛,あまね りな,4363060,1994,,,,,,,,
female,天沢 璃人,あまさわ りと,4310816,2000,,,,,,,,
female,内田 光子,うちだ みつこ,67684,1948,,,,ピアニスト、指揮者,ウィーン音楽院,{{JPN}}静岡県熱海市,{{生年月日と年齢|1948|12|20}},
female,堤 智恵子,つつみ ちえこ,138560,,,,,演奏家,東京音楽大学,{{JPN}},,
female,安倍 圭子,あべ けいこ,154866,1937,,,,,,{{JPN}} 東京都,{{birth date and age|1937|04|18}},
female,橋本 一子,はしもと いちこ,262965,1952,AB型,,,ピアニスト、作曲家,,{{flagicon|JPN}} 兵庫県神戸市,{{生年月日と年齢|1952|7|1}},
female,小野 アンナ,おの アンナ,308991,1890,,,,ヴァイオリニスト、音楽教育者,ペテルブルク音楽院,,{{生年月日|1890|3|14}}{{RUS1883}}・サンクトペテルブルク,
female,五嶋 みどり,ごとう みどり,316160,1971,,,,ヴァイオリニスト,,{{JPN}}大阪府枚方市,{{生年月日と年齢|1971|10|25}},
female,今井 信子,いまい のぶこ,327204,1943,,,,ヴィオリスト,桐朋学園大学,{{JPN}}東京都,{{生年月日|1943|3|18}},
female,上野 洋子,うえの ようこ,398803,1963,,,,シンガーソングライター歌手作曲家編曲家作詞家音楽プロデューサーキーボーディスト,,{{JPN}} 東京都,{{生年月日と年齢|1963|10|11}},
female,田中 希代子,たなか きよこ,410375,1932,,,,ピアニストピアノ教育者,旧制東京女子高等師範学校附属女学校中退,{{JPN}}・東京府,1932年2月5日,
female,塩川 悠子,しおかわ ゆうこ,830359,1946,,,,,,,,
female,庄司 紗矢香,しょうじ さやか,883244,1983,,,,ヴァイオリニスト,,東京都国分寺市,{{生年月日と年齢|1983|1|30}},
female,中村 由利子,なかむら ゆりこ,929055,1958,,,,ピアニスト,フェリス女学院短期大学音楽科ピアノ科卒,{{JPN}}・神奈川県横浜市,{{生年月日と年齢|1958|6|3}},
female,安藤 裕子,あんどう ゆうこ,1194044,1972,,,,ヴィオリスト,東京藝術大学,{{JPN}}・東京都,{{生年月日と年齢|1972||}},
female,井上 祐子,いのうえ ゆうこ,1206034,,,,,,,,,
female,吉田 小江子,よしだ さえこ,1676954,1981,,,,,,,,
female,立道 聡子,たてみち さとこ,1697617,1982,,,,ミュージシャンシンガーソングライター作曲家作詞家,筑波大学附属視覚特別支援学校卒業,{{JPN}}・福岡県,{{生年月日と年齢|1982|2|5}},
female,池田 昭子,いけだ しょうこ,1988351,1974,,,,オーボエ奏者,,{{JPN}}・宮崎県,{{Birth date and age|1974|12|26}},
female,市原 ひかり,いちはら ひかり,2032322,1982,,,,演奏家,洗足学園音楽大学卒業,{{JPN}}、東京都武蔵野市,{{生年月日と年齢|1982|12|22}},
female,綾瀬 麗奈,あやせ れいな,4116317,1994,,,,,,,,
female,彩木 咲良,あやき さくら,4071682,2002,,,,,,,,
female,伊藤 明子,いとう みつこ,4019057,,,,,,東京外国語大学外国語学部イタリア語学科帝京大学医学部医学科東京大学大学院医学系研究科,,,{{JPN}}
female,天城 サリー,あまき サリー,3894134,,,,,,,,,
female,雨宮 伊織,あまみや いおり,3864104,1993,,,,,,,,
female,天音 ねね,あまね ねね,3495605,,,,,,,,,
female,雨宮 かのん,あめみや かのん,3369685,1999,,,,,,,,
female,林 佑子,はやし ゆうこ,5133641,1929,,,,,,,,
female,筑紫 歌都子,ちくし かつこ,5116072,1904,,,,,,,,
female,三澤 園子,みさわ そのこ,5081800,,,,,,,,,
female,鍋島 元子,なべしま もとこ,5004371,1936,,,,,桐朋学園短期大学作曲科アムステルダム音楽院チェンバロ科,,1936年10月18日{{JPN}} 東京都渋谷区青山,
female,林 愛実,はやし あいみ,4986657,1991,A型,,,フルート奏者,国立音楽大学演奏学科卒業,{{JPN}}・千葉県習志野市,{{生年月日と年齢|1991|1|7}},
female,中園 亜美,なかぞの あみ,4966005,1986,,,,,洗足学園音楽大学Jazz科 - バークリー音楽大学卒業,{{JPN}} ・鹿児島県{{Cite web |url=https://aminakazono.com/profile/ |title=プロフィール |publisher = |accessdate=2024-08-16}},{{生年と年齢|1986}},
female,森崎 裕子,もりさき ひろこ,4919171,,,,,医学,東京大学医学部,{{Flagicon|JPN}},,{{JPN}}
female,八田 真理子,はった まりこ,4844058,1965,,,,産婦人科,聖マリアンナ医科大学医学部,東京都,1965年7月5日,
female,山口 有紗,やまぐち ありさ,4842027,1984,,,,医師,立命館大学国際関係学部卒業山口大学医学部卒業ジョンズ・ホプキンズ大学ブルームバーグ公衆衛生大学院修士課程修了,{{Flagicon|JPN}} 静岡県浜松市,1984年,{{JPN}}
female,松岡 莉子,まつおか りこ,4365248,,,,,演奏家,王立スコットランド音楽院,{{JPN}}・大阪府豊中市,,
female,小林 うてな,こばやし うてな,4285119,,,,,,,{{JPN}},,
female,日比野 佐和子,ひびの さわこ,4224462,,,,,,,,,
female,甲斐 美和,かい みわ,4133368,1913,,,,{{hlist-comma|司書|ピアニスト}},,{{USA1912}} サンフランシスコ,{{生年月日と年齢|1913|5|24|no}}{{Sfn|音楽年鑑|1941|p=143|loc=[https://dl.ndl.go.jp/info:ndljp/pid/1109457/103 甲斐美和子]}},{{JPN}}
female,川人 千慧,かわひと ちあき,4040439,1985,,,,作曲家、脚本家、小説家,京都大学法学部卒業,{{JPN}}・徳島県,{{生年月日と年齢|1985|12|27}},
female,青木 涼子,あおき りょうこ,3999267,,,,,能声楽家,東京藝術大学音楽学部邦楽科能楽専攻（観世流シテ方専攻） 東京藝術大学音楽研究科修士課程（観世流シテ方専攻）ロンドン大学東洋アフリカ学院博士課程,{{JPN}} 大分県,,
female,柳川 かおり,やながわ かおり,3610572,1976,,,,料理家 医師,-,{{JPN}} 新潟県,{{生年月日と年齢|1976|10|18}},
female,岡本 美沙,おかもと みさ,3573656,,,,,,,,,
female,南川 朱生,みなみかわ あけお,3549314,,,,,音楽家、鍵盤ハーモニカ奏者・研究家、鍵盤笛奏者,,{{JPN}},1987年,
female,中村 有里,なかむら ゆり,3452606,,B,,,サックス奏者ミュージシャン,,{{JPN}}、東京都,10月25日,
female,小林 志保,こばやし しほ,3094667,,,,,,,,,
female,長谷川 初音,はせがわ はつね,2953804,1890,,,,,,,,
female,石川 綾子,いしかわ あやこ,2947543,1984,A型,,,ヴァイオリニスト、作曲家,The University of Sydney（シドニー大学）/The Sydney Conservatorium of Music（シドニー音楽院）,{{JPN}},{{生年月日と年齢|1984|6|17}}[https://www.hmv.co.jp/artist_%E7%9F%B3%E5%B7%9D%E7%B6%BE%E5%AD%90_000000000633285/biography/ チケット販売公式サイト 石川綾子 プロフィール]（ローチケ×HMV&BOOKS online）,
female,飯田 里穂,いいだ りほ,26472,1991,,,,,,,,
female,荒木 由美子,あらき ゆみこ,269748,1960,,,,,,,,
female,杏 さゆり,あんず さゆり,302855,1983,,,,,,,,
female,井川 あゆこ,いかわ あゆこ,708900,1984,,,,,,,,
female,鍋島 榮子,なべしま ながこ,997902,1855,,,,,,,,
female,飯塚 由衣,いいづか ゆい,1095630,1989,,,,,,,,
female,飯窪 五月,いいくぼ めい,1183646,1981,,,,,,,,
female,新垣 寿子,あらかき ひさこ,1566610,1977,,,,,,,,
female,安藤 笑,あんどう えみ,1675515,1995,,,,,,,,
female,有田 美春,ありた みはる,1930538,1955,,,,,,,,
female,西原 由記子,にしはら ゆきこ,2003095,1933,,,,,,,,
female,飯窪 春菜,いいくぼ はるな,2029644,1994,O型,,,女優ファッション,,{{JPN1947}} 東京都八王子市{{Cite web|和書| url=https://ameblo.jp/morningmusume-10ki/entry-12361097821.html | title=#春ツアー！ #八王子 飯窪春菜 | work=モーニング娘。‘18 天気組オフィシャルブログ | date=2018-03-17 | accessdate=2018-03-31}},{{生年月日と年齢|1994|11|7}}{{Cite web |url=https://www.just-pro.jp/talent/actor/iikubo_haruna/#page-profile |title=PROFILE |work=飯窪春菜オフィシャルWEBサイト |accessdate=2023-01-01}},
female,飯野 かおり,いいの かおり,2038448,1983,,,,,,,,
female,有安 杏果,ありやす ももか,2073069,1995,A型,,,,日本大学藝術学部写真学科卒業,{{JPN}}・埼玉県富士見市,{{生年月日と年齢|1995|3|15}}{{JPN}}・京都府,
female,荒井 玲良,あらい れいら,2142499,1994,,,,,,,,
female,有賀 裕子,ありか ゆうこ,2353662,,,,,,,,,
female,新矢 皐月,あらや さつき,2742133,1993,,,,,,,,
female,飯田 圭織,いいだ かおり,2816650,1981,A型,,,歌手、タレント,北海道札幌稲西高等学校中退東京都立代々木高等学校定時制中退,{{JPN}} 北海道室蘭市,{{生年月日と年齢|1981|8|8}},
