,infobox
43,"{'name': 'SKE48', 'img': 'File:SKE48 logo.svg', 'img_capt': 'SKE48のロゴマーク', 'img_size': '220px', 'background': 'group', 'origin': '{{JPN}}', 'genre': 'J-POP', 'years_active': '2008年 -', 'label': 'Lantis（2009年6月 - 12月）CROWN GOLD（2010年1月 - 2011年5月）avex trax（2011年6月 - ）「[https://natalie.mu/music/news/50274 SKE48、エイベックス移籍を東京&名古屋公演で同時発表]」『音楽ナタリー』2011年5月28日、2011年5月28日閲覧。', 'production': 'ピタゴラス・プロモーション（2008年 - 2011年10月）AKS（2011年11月 - 2019年2月）ゼスト2019年6月までの商号は「株式会社SKE」。-->（2019年3月 - ）', 'associated_acts': '秋元康（プロデューサー）AKB48グループ', 'url': '[https://ske48.co.jp/ SKE48 OFFICIAL WEB SITE]', 'current_members': 'メンバーを参照', 'past_members': '元メンバーを参照'}"
858,"{'コンビ名': 'ダウ90000', 'メンバー': '蓮見翔園田祥太飯原僚也上原佑太道上珠妃中島百依子忽那文香吉原怜那', '別名': 'ダウ九萬', '結成年': '2020年', '事務所': '株式会社YOU GO sign→オフィスカニバブル', '活動時期': '2020年9月27日 -', '旧グループ名': 'はりねずみのパジャマ（2017年 - 2020年）', '現在の活動状況': 'ライブ、テレビ、ラジオなど', '芸種': 'コント、演劇', 'ネタ作成者': '蓮見翔', '公式サイト': '[https://www.kohen.works/%E3%83%80%E3%82%A690000/ 公式ホームページ]'}"
844,"{'名前': '筏津 順子', '各国語表記': 'いかだつ じゅんこ', '生年月日': '{{生年月日と年齢|1950|6|9}}', '出生地': '{{JPN}}愛知県豊田市', '配偶者': '筏津安恕', '出身校': '名古屋大学大学院法学研究科'}"
229,"{'ふりがな': 'カオルコ', '名前': 'KAORUKO別名義:カオルコ、新井薫子、中野薫子', '出身地': '{{JPN}} 愛知県名古屋市', '国籍': '{{JPN}}', '生年月日': '{{生年月日と年齢|1965|6|4}}', '職業': 'イラストレーター、現代美術家、元アイドル歌手', '活動期間': '1980年代末 -', '公式サイト': '[https://profile.yoshimoto.co.jp/talent/detail?id=3261 KAORUKO]'}"
729,"{'name': 'おつる', 'birth_date': '{{生年月日と年齢|1996|1|9}}', 'birth_place': '{{JPN}}・東京都', 'channel_url': 'UCB_pHeVqhdJbkjYCzZ_XDLg', 'channel_display_name': 'おつるの部屋', 'years_active': '2020年 -', 'genre': 'ビデオブログ', 'subscribers': '2340人', 'views': '136,374回{{Cite web|和書|url=https://www.youtube.com/watch?v=iVGPczQGAKw&t=3s|title=【100均野球拳】ゲームをしてミスしたら脱いでいくらしいです |publisher=おつるの部屋 |date=2020/12/31|accessdate=2021-7-11}}', 'network': 'SOD女子社員（SOD HANAYA）', 'stats_update': '{{dts|2022-4-1}}'}"
189,"{'name': '{{ruby|山本 尚子|やまもと なおこ}}', 'image': '{{画像募集中|cat=人物}}', 'birth_date': '{{生年月日と年齢|1960|10|14}}', 'birth_place': '{{Flagicon|JPN}} 岡山県岡山市', 'field': '感染症学公衆衛生学国際保健学', 'workplaces': '世界保健機関 国際医療福祉大学', 'alma_mater': '札幌医科大学岡山大学ジョンズ・ホプキンズ大学'}"
23,"{'name': '斯波園女', 'image': 'Shiba Sonome by Kurihara Nobumitsu.jpg', 'image_size': '230px', 'caption': '栗原信充による肖像', 'birth_date': '1664年', 'birth_place': '伊勢国 山田', 'death_date': '1726年5月21日', 'occupation': '俳諧師、雑俳点者、眼科医', 'genre': '俳句', 'notable_works': '「菊の塵」「鶴の杖」'}"
788,"{'名前': '石野 桜子', '別名義': '二葉 桜子田村 良子', '生年月日': '{{生年月日と年齢|1971|7|27}}', '出身地': '奈良県御所市', '方言': '大阪弁', '出身': 'NSC大阪校8期', 'コンビ名': 'ジャドリスト（解散）', '相方': '相沢千穂（ジャドリスト）', '芸風': 'コント', '活動時期': '1990年 - 2001年2011年 -', '同期': '千原兄弟、FUJIWARA、なだぎ武、バッファロー吾郎など', '過去の代表番組': '吉本超合金F（ナレーション担当）', '受賞歴': 'OKOWA2019 準優勝怪談グランプリ2020 優勝'}"
440,"{'subject_name': '阿部 定', 'image_name': 'Sada Abe portrait.JPG', 'image_size': '250px', 'image_caption': '事件前の阿部定', 'date_of_birth': '1905年5月28日', 'place_of_birth': '{{JPN}} 東京府東京市神田区新銀町（現：東京都千代田区神田司町2丁目と神田多町2丁目『戦前昭和の猟奇事件』117 - 152頁。）', 'date_of_death': '1971年以降消息不明', 'alias': '吉井昌子田中加代', 'charge': '殺人罪', 'penalty': '懲役6年（未決勾留120日を含む）', 'occupation': '芸妓、娼妓', 'parents': '阿部重吉阿部カツ'}"
1228,"{'名前': '斎田晴子', '分類': '女流', '棋士番号': '9', '生年月日': '1966年{{月日|12|04}}（{{年数|1966|12|04}}歳）', 'プロ年度': '{{将棋年度|1986|1986年}}{{月日|04|01}}（{{年数|1966|12|04|1986|04|01}}歳）', '引退年度': '{{将棋年度|2025|2025年}}{{月日|07|07}}（{{年数|1966|12|04|2025|07|07}}歳）', '出身地': '神奈川県横須賀市', '所属': '関東', '師匠': '佐伯昌優九段', '段位': '女流五段', 'タイトル合計': '4期女流名人1期女流王将2期倉敷藤花1期', '優勝回数': '2回', '通算成績': '868対局 486勝382敗{{nobr|（勝率0.5599）}}', '女流順位戦クラス': 'D級（通算4期）', '作成日時': '2025年7月7日'}"
829,"{'名前': 'くわばた りえ', '本名': '桒波田 理恵（旧姓）', 'ニックネーム': 'バタやん', '生年月日': '{{生年月日と年齢|1976|03|24}}', '出身地': '{{JPN}}・大阪府大阪市淀川区', '血液型': 'O型', '身長': '162cm', '方言': '大阪弁', '最終学歴': '大阪市立淀商業高等学校卒業', '出身': 'NSC大阪校13期', 'コンビ名': 'クワバタオハラ', '相方': '小原正子', '芸風': '漫才（ボケ）', '事務所': 'ホリプロコム', '活動時期': '1995年 -', '同期': '次長課長徳井義実（チュートリアル）ブラックマヨネーズなど', '配偶者': 'あり（2009年 - ）', '親族': '子供：2男1女', '公式サイト': '[https://com.horipro.co.jp/talent_info/kuwabataohara/ 公式プロフィール] {{ja icon}}'}"
1374,"{'名前': '岩佐 美帆子', '分類': '女流', '棋士番号': '76', '生年月日': '2005年{{月日|08|15|on}}（{{年数|2005|08|15}}歳）', 'プロ年度': '{{将棋年度|2021|2022年}}{{月日|02|01|on}}（{{年数|2005|08|15|2022|02|01}}歳）', '出身地': '岐阜県岐阜市', '所属': '関西', '師匠': '豊島将之九段', '段位': '女流1級', '作成日時': '2023年4月1日'}"
1328,"{'名前': '杉崎里子', '生年月日': '1942年12月24日', '没年月日': '{{死亡年月日と没年齢|1942|12|24|1997|07|20}}', 'プロ年度': '1975年9月', '引退年度': '1984年', '出身地': '大分県北海部郡', '段位': '女流四段'}"
437,"{'名前': '岡部あおみ', '誕生日': '1950年', '出生地': '東京都', '国籍': '{{JPN}}', '出身校': '国際基督教大学', '芸術分野': '美術研究キュレーター', '代表作': '『現代芸術論』', '配偶者': '岡部憲明', '受賞': '第17回モントリオール国際美術映像フェスティバル入選、第6回ポンピドゥセンター国際美術映像ビエンナーレ入選'}"
1262,"{'image': '200px', '名前': '北尾まどか', '分類': '女流', '棋士番号': '43', '生年月日': '{{生年月日と年齢|1980|1|21}}', 'プロ年度': '{{年月日|year=2000|month=10|day=1}}（{{年数|1980|1|21|2000|10|1}}歳）', '引退年度': '{{年月日|year=2023|month=7|day=10}}（{{年数|1980|1|21|2023|7|10}}歳）', '出身地': '{{JPN}}・東京都目黒区', '所属': '日本将棋連盟（関東）{{Efn|name=""日本将棋連盟所属""|日本将棋連盟所属期間は2007年4月まで及び2011年4月以降。}}→日本女子プロ将棋協会日本女子プロ将棋協会（LPSA）所属期間は2007年5月-2009年6月。→フリー{{Efn|フリー期間は2009年6月-2011年3月。}}→日本将棋連盟（関東）{{Efn|name=""日本将棋連盟所属""}}', '師匠': '西村一義九段', '段位': '女流二段', '通算成績': '110勝187敗(0.3703)', '作成日時': '2023年7月10日'}"
1136,"{'headercolor': 'Cyan', 'name': '小笠綾乃 30px', 'birthname': '清水綾乃', 'fullname': '小笠綾乃', 'nationality': '{{JPN}}', 'birthdate': '{{birth date and age|1990|11|18}}{{Cite web|和書 |url=https://www.joc.or.jp/games/asia/2018/japan/rifleshooting/team/shimizuayano.html |title=ジャカルタ・パレンバアジア競技大会2018 ＞ 日本代表選手団 ＞ 射撃・ライフル射撃 ＞ 清水 綾乃 |author= |date=2018年8月18日 |work= |format= |publisher=日本オリンピック委員会 |accessdate=2019年10月27日}}', 'birthplace': '{{JPN}}、岐阜県', 'height': '159cm', 'weight': '51kg', 'country': '{{JPN}}', 'sport': '射撃競技', 'event': '10mエアライフル50mスモールボアライフル', 'club': '自衛隊体育学校', 'medaltemplates': '{{MedalCompetition|ASCアジアエアガン選手権大会}} {{MedalBronze|2018 クウェート|10mエアライフルミックス}}'}"
872,"{'名前': 'いぜん', '芸風': '漫談', '事務所': '吉本興業', '活動時期': '2022年 -', '同期': 'かけおちCRAZY COCO宛先プレーン軍艦など', '公式サイト': '[{{吉本プロフィール|11765}} 公式プロフィール]', '本名': '李 怡然（り いぜん、リー・イーラン、Lǐ yírán）{{Cite web|和書|url=https://www.sponichi.co.jp/entertainment/news/2025/06/17/articles/20250617s00041000005000c.html|title=中国出身女性芸人「いぜん」 毒舌の嵐＆「～ぇよ」でブレーク 嵐とバラエティーやってみてぇよ!|publisher=スポーツニッポン|date=2025-06-17|accessdate=2025-07-07}}', '生年月日': '{{生年月日と年齢|1998|04|23}}', '出身地': '{{CHN}} 北京市', '身長': '168 cm', '最終学歴': '東京都立大学', '出身': 'NSC東京校27期'}"
1223,"{'名前': '伊藤明日香', '分類': '女流', '棋士番号': '18', '生年月日': '{{生年月日と年齢|1982|3|16}}', 'プロ年度': '{{年月日|year=1995|month=4|day=1}}（{{年数|1982|3|16|1995|4|1}}歳）', '引退年度': '{{年月日|year=2009|month=3|day=31}}（{{年数|1982|3|16|2009|3|31}}歳）', '出身地': '東京都渋谷区', '所属': '関東', '師匠': '伊藤果八段', '段位': '女流初段', '作成日時': '2015年2月12日'}"
42,"{'name': 'ukka', 'img': 'Ukka_logo.png', 'background': 'group', 'alias': '桜エビ〜ず（旧名）', 'origin': '{{JPN}}', 'genre': 'J-POP・アイドル', 'years_active': '2015年8月1日 -', 'label': 'インペリアルレコード（2022年 - ）', 'production': 'スターダストプロモーション', 'url': '[https://ukka.tokyo/ ukka オフィシャルサイト]', 'current_members': '{{Plainlist| * 村星りじゅ * 茜空 * 芹澤もあ * 結城りな * 葵るり * 宮沢友 * 若菜こはる }}', 'past_members': '{{Plainlist| * 桜井美里 * 水春 * 川瀬あやめ }}'}"
112,"{'名前': 'あさか ゆい浅香 唯', '背景色': 'singer', '出生名': 'かわさき あき川崎 亜紀{{Cite book|和書 |title=テレビ・タレント人名事典（第6版） |publisher=日外アソシエーツ |date=2004-06 |page=27 |isbn=4-8169-1852-3}}', '別名': 'YUI', '出生': '{{生年月日と年齢|1969|12|4}}', '出身地': ""{{JPN}}・宮崎県宮崎市{{Cite web|和書|url=http://www.yui-asaka.com/about_index.html |title=公式プロフィール |work=YUI'S AVENUE |accessdate=2014-05-08}}"", '学歴': '明治大学付属中野高等学校{{Sfn|日外アソシエーツ|1994|p=17}}定時制卒業', 'ジャンル': 'ポップス、アイドル歌謡、J-POP', '職業': '歌手、女優、タレント、アイドル', '担当楽器': 'ボーカル', '活動期間': '1985年 - 1993年1997年 -', 'レーベル': 'ハミングバード（1985年 - 1993年）メルダック（1997年 - 1998年）インペリアルレコード（2005年）ワーナーミュージック・ジャパン（2015年 - ）', '配偶者': '西川貴博（THE KIDS）', '事務所': '六本木オフィス（1985年 - 1993年）Y-Chord（1997年 - 1999年）JAM企画（1999年 - ）', '公式サイト': '{{Official URL}}'}"
578,"{'name': 'STU48', 'img': '220px', 'img_capt': 'STU48のロゴマーク', 'background': 'group', 'origin': '{{JPN}}', 'genre': 'J-POP', 'years_active': '2017年3月31日 -', 'label': 'You, Be Cool!/KING RECORDS', 'production': 'STU', 'associated_acts': '秋元康AKB48グループ', 'url': '[https://www.stu48.com/ STU48 OFFICIAL WEB SITE]', 'current_members': 'メンバーを参照', 'past_members': '元メンバーを参照'}"
92,"{'name': '相川 なつ', 'background': 'singer', 'alias': 'なっちゃん', 'born': '1989年8月31日', 'origin': '{{JPN}}・東京都', 'instrument': '歌', 'genre': 'アニメ、ゲーム', 'occupation': '歌手、作詞家、声優、女優', 'years_active': '2009年 -', 'associated_acts': 'コミュ☆SHOW、cestino', 'url': '[https://aikawanatsu.net 相川なつ Official Website]'}"
142,"{'name': 'NMB48', 'background': 'group', 'img': 'NMB48ロゴ.png', 'img_capt': 'NMB48のロゴマーク（文字版）', 'img_size': '220px', 'origin': '{{JPN}}', 'genre': 'J-POP', 'years_active': '2010年 -', 'label': 'laugh out loud! records（2011年7月 - 2022年11月）ユニバーサルシグマ（2022年11月 - ）', 'production': 'KYORAKU吉本.ホールディングス{{Efn|2019年6月以降は事業者。}}（2010年 - 2016年12月、2019年6月 - ）Showtitle（旧社名）（2016年12月 - 2025年6月30日）N-Rise（2025年7月1日 - ）', 'associated_acts': '秋元康（プロデューサー）剱持嘉一AKB48グループ', 'url': '[http://www.nmb48.com/ NMB48公式サイト]', 'current_members': 'メンバーを参照', 'past_members': '元メンバーを参照'}"
209,"{'name': '五嶋 みどり', 'img': 'MidoriInstructingStudent 2013rehearsal.jpg', 'background': 'classic', 'born': '{{生年月日と年齢|1971|10|25}}', 'origin': '{{JPN}}大阪府枚方市', 'instrument': 'ヴァイオリン', 'genre': 'クラシック音楽', 'occupation': 'ヴァイオリニスト'}"
883,"{'名前': '{{ruby|河邑|かわむら}} ミク', '画像': '250px', 'キャプション': '河邑ミク（2018年11月）', '本名': '河邑 美空（読みは同じ）{{Cite web|和書|url=https://www.shochikugeino.co.jp/talents/kawamuramiku/|title=河邑 ミク|work=タレント一覧|publisher=松竹芸能|accessdate=2018-03-05}}', '生年月日': '{{生年月日と年齢|1994|8|8}}', '出身地': '{{JPN}}・大阪府', '血液型': 'A型', '身長': '168cm', '方言': '関西弁', '出身': '松竹芸能タレントスクール', '事務所': '松竹芸能', '活動時期': '2015年 -', '同期': 'ハリードブリキカラスハッピー遠藤', '現在の代表番組': 'INNOCENT SALON', '過去の代表番組': '超占い番組!ミラスゴおはようコールABC伊集院光とらじおとなど', '公式サイト': '[https://www.shochikugeino.co.jp/talents/kawamuramiku/ 公式プロフィール]'}"
191,"{'氏名': '栁川 かおり', 'ふりがな': 'やながわ かおり', '生年月日': '{{生年月日と年齢|1976|10|18}}', '生誕地': '{{JPN}} 新潟県', '職業': '料理家 医師', '出身校': '-', '配偶者': 'あり'}"
195,"{'name': '穐吉 敏子 {{collapsible list |titlestyle = background:transparent;text-align:left;font-weight:normal; |title =署名： |liststyle = border-top:1px solid #aaa; | 230px }}', 'img': 'Toshiko Akiyoshi.jpg', 'img_capt': '1978年', 'img_size': '250', 'background': 'instrumentalist', 'birth_name': '同じ', 'school_background': 'バークリー音楽院卒業', 'born': '{{生年月日と年齢|1929|12|12}}', 'origin': '{{CHN1928-1949}} 遼陽', 'instrument': 'ピアノ', 'genre': 'ジャズ', 'occupation': 'ピアニスト作曲家編曲家ビッグバンドリーダー', 'years_active': '1952年 - 現在', 'label': 'ワーナーミュージック・ジャパン', 'associated_acts': 'ルー・タバキン'}"
1231,"{'名前': '林まゆみ', '分類': '女流', '生年月日': '{{生年月日と年齢|1968|12|31}}', 'プロ年度': '{{年月日|year=1992|month=4|day=1}}（{{年数|1968|12|31|1992|4|1}}歳）', '引退年度': '{{年月日|year=2010|month=3|day=31}}（{{年数|1968|12|31|2010|3|31}}歳）', '出身地': '大阪府堺市', '所属': '日本将棋連盟（退会）', '師匠': '有吉道夫九段', '段位': '元女流三段（退会）', '優勝回数': '1回（第1回鹿島杯）', '通算成績': '290局 130勝160敗（勝率0.4483）', '作成日時': '2020年6月17日'}"
1263,"{'名前': '関根紀代子', '旧姓': '吉田', '分類': '女流', '棋士番号': '1', '生年月日': '{{生年月日と年齢|1940|12|15}}', 'プロ年度': '{{年月日|year=1974|month=10|day=31}}（{{年数|1940|12|15|1974|10|31}}歳）', '引退年度': '{{年月日|year=2011|month=8|day=31}}（{{年数|1940|12|15|2011|8|31}}歳）', '出身地': '群馬県前橋市', '所属': '関東', '師匠': '関根茂', '段位': '女流六段', '通算成績': '260勝277敗 0.484', '作成日時': '2017年3月1日'}"
168,"{'name': 'のんふぃく！', 'background': 'group', 'alias': 'Non￢Fiction（旧名）', 'origin': '{{JPN}}・東京都', 'genre': 'J-POP', 'years_active': '2021年 -', 'label': 'CROSS SIDE MUSIC', 'production': 'imaginate', 'associated_acts': 'HEROINES', 'url': '{{URL|https://www.imaginate.jp/artist/non¬fiction/}}', 'current_members': '{{plainlist| *{{Color sample|#FBA6DC}} 恋星はるか *{{Color sample|#90D7EC}} 水瀬ぴあの *{{Color sample|#F4FE37}} 永月十華 *{{Color sample|#70DD44}} 海まりん *{{Color sample|#DC3333}} こるね *{{Color sample|#71ABE7}} 澪織にいな *{{Color sample|#B283E2}} 香月あむ }}', 'past_members': '{{plainlist| *{{Color sample|#B283E2}} 藤城なみ }} *{{Color sample|#FFFFFF}} 真白里帆'}"
225,"{'氏名': '志野 光子', 'ふりがな': 'しの みつこ', '画像': 'Mitsuko Shino 2025.jpg', '画像説明': '外務省より公表された肖像', '生年月日': '{{生年月日と年齢|1963|7|24}}', '生誕地': '愛知県西加茂郡三好町（現・みよし市）', '国籍': '{{JPN}}', '職業': '外交官', '出身校': '一橋大学法学部', '肩書き': '駐アイスランド大使在ジュネーブ国際機関政府代表部大使国際文化交流審議官儀典長国連大使駐ドイツ大使'}"
638,"{'氏名': '赤澤 ナカ', 'ふりがな': 'あかざわ ナカ', '生年月日': '1871年11月', '生誕地': '{{JPN}} 新潟県蒲原郡長場村', '没年月日': '1941年4月（69歳没）', '死没地': '新潟県', '活動期間': '明治 - 昭和', '団体': '赤沢保育園（旧・新潟静修学校）', '影響を受けたもの': '倉田ミツ', '活動拠点': '新潟県新潟市', '配偶者': '赤澤鍾美（あかざわ あつとみ）', '子供': 'セイ、直二郎', '親': '渡辺藤次郎'}"
180,"{'honorific_prefix': 'Master of Public Health', 'name': '山口 有紗', 'image': 'Arisa Yamaguchi cropped 2 Atsushi Seike Fumio Kishida Hirokazu Matsuno and Seiko Noda 20211129.jpg', 'image_size': '250px', 'alt': '2021年11月29日、東京都千代田区にて', 'caption': '2021年11月29日、東京都千代田区にて', 'birth_date': '1984年', 'birth_place': '{{Flagicon|JPN}} 静岡県浜松市', 'nationality': '{{JPN}}', 'education': '立命館大学国際関係学部卒業山口大学医学部卒業ジョンズ・ホプキンズ大学ブルームバーグ公衆衛生大学院修士課程修了', 'occupation': '医師', 'profession': '医師', 'field': '小児科', 'work_institutions': '東京大学国立成育医療研究センター子どもの虐待防止センター'}"
1338,"{'名前': '浅見 琴葉', 'ラテン文字': 'Asami Kotoha', '代表国': '{{JPN}}', '生年月日': '{{生年月日と年齢|1992|12|24}}', '出生地': '埼玉県川越市', '身長': '157', '血液型': 'B', '趣味': 'セルフネイル ファッション 舞台観劇 ランニング', '学歴': '日本大学', '元コーチ': '浅野敬子日下匡力', '元所属': '川越FSC'}"
347,"{'名前': '川人 千慧', '背景色': 'maker', '出生': '{{生年月日と年齢|1985|12|27}}', '出身地': '{{JPN}}・徳島県', '学歴': '京都大学法学部卒業', 'ジャンル': '映画音楽、CM', '職業': '作曲家、脚本家、小説家'}"
522,"{'honorific_prefix': '博士（医学）', 'name': '大坪 寛子', 'image': 'Hiroko Otsubo cropped 2 Hiroko Otsubo 2015 1.jpg', 'image_size': '250px', 'caption': '厚生労働省のウェブサイトにて公表された肖像写真', 'nationality': '{{JPN}}', 'education': '東京慈恵会医科大学医学部卒業', 'occupation': '厚生労働技官', 'known_for': 'ヘモビジランスシステムの起ち上げへの参画', 'field': '内科学', 'work_institutions': '東京慈恵会医科大学国立感染症研究所厚生労働省'}"
1201,"{'headercolor': 'lightblue', 'name': '小池 葵', 'birthname': '小池葵', 'nickname': 'AOI{{Cite web|和書|url=http://www.surfing-style.com/surfers-file/2011/06/koike-aoi.php|title=小池葵|work=サーファーズファイル|publisher=サーフィンスタイル|date=2011-06-02|accessdate=2014-04-25}}', 'nationality': '{{JPN}}', 'residence': '千葉県', 'birthdate': '{{birth date and age|1977|11|25}}', 'birthplace': 'ハワイ・オアフ島', 'height': '160cm', 'weight': '54kg', 'country': '{{JPN}}', 'sport': 'ボディボード', 'turnedpro': '1996年', 'coach': '小池正則（父）', 'retired': '2007年'}"
305,"{'royal name': '皇后', 'image': '100px', 'dipstyle': '陛下Her Majesty the Empress[https://www.kunaicho.go.jp/e-about/history/history02.html 宮内庁公式サイト 英語版]', 'color': '#FFFFFF', 'background': '#BE0026'}"
1005,"{'氏名': '海部 美知', 'ふりがな': 'かいふ みち', '生年月日': '{{1960年3月12日生|1960}}', '生誕地': '{{JPN1947}}・神奈川県', '職業': '実業家経営コンサルタント', '出身校': '一橋大学社会学部スタンフォード大学経営大学院', '配偶者': '{{要出典範囲|date=2015年8月1日 (土) 02:53 (UTC)|小池良次}}', '子供': '2児あり'}"
1134,"{'名前': 'そのこ', '相方': '五十川恵里（コンビ時代）', '芸風': '音ネタものまね', '事務所': '吉本興業', '活動時期': '2018年 -', '同期': '金魚番長イチゴおばあちゃんなど', '公式サイト': '[{{吉本プロフィール|7228}} 公式プロフィール]', 'コンビ名': 'エンペラー（解散）', '本名': '河野 園子（かわの そのこ）', '生年月日': '{{生年月日と年齢|1981|04|23}}', '出身地': '{{JPN}} 北海道札幌市', '身長': '156 cm', '出身': 'NSC東京校24期'}"
337,"{'名前': 'AKB48', '画像': 'AKB48 Logo.svg', '画像サイズ': '220px', '画像説明': 'AKB48のロゴマーク', '背景色': 'group', '出身地': '{{JPN}}', 'ジャンル': 'J-POP', '活動期間': '2005年12月8日 -', 'レーベル': 'AKS（2006年 - ）DefSTAR Records（2006年10月 - 2008年6月）You, Be Cool!/KING RECORDS（2008年8月 - 2023年2月）EMI Records（2023年2月 - ）', '事務所': 'office48（2005年 - 2006年）AKS（2006年 - 2020年3月31日）DH（2020年4月1日 - ）（各メンバーの所属は所属事務所およびメンバーを参照）', '共同作業者': '秋元康（総合プロデューサー）AKB48グループ', '公式サイト': '[https://www.akb48.co.jp/ AKB48公式サイト]', 'メンバー': 'メンバーを参照', '旧メンバー': '元メンバーを参照'}"
363,"{'名前': '立道 聡子', '背景色': 'singer', '出生': '{{生年月日と年齢|1982|2|5}}', '出身地': '{{JPN}}・福岡県', '学歴': '筑波大学附属視覚特別支援学校卒業', '職業': 'ミュージシャンシンガーソングライター作曲家作詞家', 'レーベル': 'ビクターエンタテインメント', '公式サイト': '[https://www.jvcmusic.co.jp/-/Artist/A021806.html 公式プロフィール]'}"
361,"{'name': '池田 昭子IKEDA Shoko', 'background': 'classic', 'born': '{{Birth date and age|1974|12|26}}', 'origin': '{{JPN}}・宮崎県', 'genre': 'クラシック', 'occupation': 'オーボエ奏者'}"
1084,"{'氏名': '岡田 直子（実業家）', 'ふりがな': 'おかだ なおこ', '生年月日': '{{生年月日と年齢|1978|6|7}}', '生誕地': '{{JPN}}・広島県広島市', '国籍': '{{JPN}}', '教育': '神戸女学院大学文学部英文学科卒業立教大学大学院ビジネスデザイン研究科にてMBA取得', '職業': '株式会社ネットワークコミュニケーションズhttps://nwcom.jp代表取締役ローランド ディー. ジー. 株式会社社外取締役日特建設株式会社社外取締役株式会社レトリバhttps://retrieva.jp社外取締役一般社団法人オープンソースライセンス研究所https://www.osll.jp理事一般社団法人日本リスクコミュニケーション協会https://www.rcij.org副代表理事プロシュートボクサー'}"
6,"{'名前': '相田 翔子', '背景色': 'singer', '出生': '{{生年月日と年齢|1970|2|23}}', '出身地': '{{JPN}}、東京都東村山市別冊宝島2611『80年代アイドルcollection』p.51', '学歴': '文華女子高等学校卒', 'ジャンル': 'アイドル歌謡曲、J-POP', '職業': '女優、歌手、タレント', '担当楽器': 'ボーカル', '活動期間': '1988年 -', 'レーベル': 'ポリスター（1996年 - 1998年Wink在籍時代を除く。）地中海（2003年 - 2004年）UP-FRONT WORKS（2011年 - ）zetima（2013年 - ）', '事務所': 'アップライトミュージック（1988年 - 1994年）P-Artists（1994年 - 1996年）BIG J（1997年 - 1999年）アップフロントプロモーション2012年9月30日まではアップフロントエージェンシー名義。（2000年 - 2013年）アップフロントクリエイト（2013年 - ）', '共同作業者': '門倉聡村上""ポンタ""秀一', '公式サイト': '[http://www.aida-shoko.com/ 相田翔子オフィシャルサイト：Blue Star][https://ameblo.jp/aida-shoko/ 相田翔子 オフィシャルブログ]'}"
69,"{'名前': 'ばってん少女隊', '画像': 'Batten_girls_mojilogo.png', '背景色': 'group', '出身地': '{{JPN}}', 'ジャンル': 'J-POP', '活動期間': '2015年6月21日 -', 'レーベル': 'BATTEN Records', '事務所': 'スターダストプロモーション', '公式サイト': '{{URL|https://battengirls.com/}}', 'メンバー': '{{Plainlist| * {{Color sample|#228b22|border=0}} 希山愛 * {{Color sample|#ff0000|border=0}} 上田理子 * {{Color sample|#ffd700|border=0}} 春乃きいな * {{Color sample|#ee82ee|border=0}} 蒼井りるあ * {{Color sample|#87cefa|border=0}} 柳美舞 * {{Color sample|#ee7800|border=0}} 浅井アヤネ * {{Color sample|#a09bd8|border=0}} 逢里みう * {{Color sample|#0067c0|border=0}} 日南心那 }}', '旧メンバー': '{{Plainlist| * {{Color sample|#F19DB4|border=0}} 西垣有彩 * {{Color sample|#037DCA|border=0}} 星野蒼良 * {{Color sample|#773690|border=0}} 瀬田さくら }}'}"
1335,"{'名前': '神田真由美', '分類': 'LPSA', '棋士番号': '6', '生年月日': '{{生年月日と年齢|1957|10|11}}', 'プロ年度': '{{年月日|year=1979|month=11|day=}}（{{年数|1957|10|11|1979|11|01}}歳）', '引退年度': '{{年月日|year=2009|month=03|day=31}}（{{年数|1957|10|11|2009|03|31}}歳）', '出身地': '福岡県北九州市', '師匠': '関根茂九段', '段位': '女流二段'}"
1326,"{'image': '200px', 'caption': '2019年10月19日、棋士会みやぎ将棋フェスティバルにて', '名前': '加藤桃子', '分類': '女流', '棋士番号': '67', '生年月日': '{{生年月日と年齢|1995|3|9}}', 'プロ年度': '{{年月日|year=2019|month=4|day=1}}（{{年数|1995|3|9|2019|4|1}}歳）', '出身地': '静岡県牧之原市', '所属': '日本将棋連盟 (東京)→ 日本将棋連盟 (関西)(2023年7月 関西に移籍)', '師匠': '安恵照剛八段', '段位': '女流四段', 'タイトル合計': '9期{{efn|清麗1期、女王4期、女流王座4期}}{{small|(女流棋士転向後 1期)}}', '作成日時': '2023年7月4日'}"
1161,"{'氏名': '家永 エイ', 'ふりがな': 'いえなが えい', '生年月日': '万延元年（1860年）2月18日{{sfn|鶴田文史|1990|pp=109}}', '生誕地': '肥後国天草郡登立村（現熊本県上天草市大矢野町登立）{{sfn|松竹秀雄|1985|pp=151-157}}', '没年月日': '1927年5月12日{{sfn|深潟久|1980|pp=166-168}}', '死没地': '長崎県長崎市平戸小屋{{sfn|深潟久|1980|pp=166-168}}', '墓地': '長崎市大鳥町{{sfn|松竹秀雄|1985|pp=210-212}}', '国籍': '{{JPN}}', '業績': 'ホテル経営', '子供': '千代子（または千代、養子）、敬{{sfn|松竹秀雄|1985|pp=150-151}}', '親': '父：作次郎、母：トメ{{sfn|鶴田文史|1990|pp=109}}'}"
